Index,Date-Time,Temperature (C)
1,2023-06-01 00:00:00,23.13260777284097
2,2023-06-01 00:15:00,22.72371548014621
3,2023-06-01 00:30:00,22.82558760854687
4,2023-06-01 00:45:00,22.52066205457919
5,2023-06-01 01:00:00,22.622074236248636
6,2023-06-01 01:15:00,22.318517670188953
7,2023-06-01 01:30:00,21.717397455141906
8,2023-06-01 01:45:00,21.419740905481603
9,2023-06-01 02:00:00,20.63504274602792
10,2023-06-01 02:15:00,20.054786774737238
11,2023-06-01 02:30:00,19.95873996112391
12,2023-06-01 02:45:00,19.95873996112391
13,2023-06-01 03:00:00,20.054786774737238
14,2023-06-01 03:15:00,19.767201063405082
15,2023-06-01 03:30:00,19.576392283968516
16,2023-06-01 03:45:00,19.38630235468986
17,2023-06-01 04:00:00,19.291523485713185
18,2023-06-01 04:15:00,19.19692018307552
19,2023-06-01 04:30:00,19.102491086952455
20,2023-06-01 04:45:00,19.008234847966207
21,2023-06-01 05:00:00,18.914150127057383
22,2023-06-01 05:15:00,18.726489934071935
23,2023-06-01 05:30:00,18.632911834342792
24,2023-06-01 05:45:00,18.82023559535895
25,2023-06-01 06:00:00,18.914150127057383
26,2023-06-01 06:15:00,19.19692018307552
27,2023-06-01 06:30:00,19.48125816040573
28,2023-06-01 06:45:00,19.95873996112391
29,2023-06-01 07:00:00,20.537852773383634
30,2023-06-01 07:15:00,21.025775800146505
31,2023-06-01 07:30:00,21.419740905481603
32,2023-06-01 07:45:00,21.81704082717164
33,2023-06-01 08:00:00,22.318517670188953
34,2023-06-01 08:15:00,23.23542199599973
35,2023-06-01 08:30:00,23.64910071050639
36,2023-06-01 08:45:00,24.38266737410231
37,2023-06-01 09:00:00,25.129098039629298
38,2023-06-01 09:15:00,25.670554829916966
39,2023-06-01 09:30:00,26.32988550915286
40,2023-06-01 09:45:00,27.112994726537977
41,2023-06-01 10:00:00,28.027409665001073
42,2023-06-01 10:15:00,28.37593992142979
43,2023-06-01 10:30:00,28.845630052895217
44,2023-06-01 10:45:00,29.321201392080866
45,2023-06-01 11:00:00,30.0460522644633
46,2023-06-01 11:15:00,31.03516995766995
47,2023-06-01 11:30:00,31.41311670267521
48,2023-06-01 11:45:00,31.92329105241555
49,2023-06-01 12:00:00,33.4993122178268
50,2023-06-01 12:15:00,33.09863804210869
51,2023-06-01 12:30:00,32.9660936219754
52,2023-06-01 12:45:00,33.09863804210869
53,2023-06-01 13:00:00,33.633900650659825
54,2023-06-01 13:15:00,34.17754426639567
55,2023-06-01 13:30:00,34.729910507754596
56,2023-06-01 13:45:00,35.15012580604639
57,2023-06-01 14:00:00,35.57561014983031
58,2023-06-01 14:15:00,35.71863780572153
59,2023-06-01 14:30:00,36.15140847579835
60,2023-06-01 14:45:00,36.44306109127223
61,2023-06-01 15:00:00,36.15140847579835
62,2023-06-01 15:15:00,36.589849289705455
63,2023-06-01 15:30:00,37.183578089439436
64,2023-06-01 15:45:00,36.88538421804145
65,2023-06-01 16:00:00,37.78817895161046
66,2023-06-01 16:15:00,38.87388674116943
67,2023-06-01 16:30:00,38.55997023607756
68,2023-06-01 16:45:00,38.55997023607756
69,2023-06-01 17:00:00,38.87388674116943
70,2023-06-01 17:15:00,38.55997023607756
