"","Index","Date.Time","Temp","RH"
"1401",3315,"2023-07-15 10:15",29.41,12.64
"1402",3316,"2023-07-15 10:25",28.72,12.96
"1403",3317,"2023-07-15 10:35",28.62,13.11
"1404",3318,"2023-07-15 10:45",29.11,12.96
"1405",3319,"2023-07-15 10:55",29.82,12.63
"1406",3320,"2023-07-15 11:05",30.98,13.78
"1407",3321,"2023-07-15 11:15",31.48,20.49
"1408",3322,"2023-07-15 11:25",30.88,33.25
"1409",3323,"2023-07-15 11:35",30.55,42.37
"1410",3324,"2023-07-15 11:45",31.08,53.85
"1411",3325,"2023-07-15 11:55",31.26,53.89
"1412",3326,"2023-07-15 12:05",31.02,54.07
"1413",3327,"2023-07-15 12:15",30.33,54.04
"1414",3328,"2023-07-15 12:25",30.03,53.48
"1415",3329,"2023-07-15 12:35",29.79,52.52
"1416",3330,"2023-07-15 12:45",30.15,51.56
"1417",3331,"2023-07-15 12:55",30.13,50.15
"1418",3332,"2023-07-15 13:05",29.67,49.7
"1419",3333,"2023-07-15 13:15",30.11,49.99
"1420",3334,"2023-07-15 13:25",30.4,48.86
"1421",3335,"2023-07-15 13:35",30.66,48.61
"1422",3336,"2023-07-15 13:45",30.8,48.35
"1423",3337,"2023-07-15 13:55",31.09,48.91
"1424",3338,"2023-07-15 14:05",30.82,48.71
"1425",3339,"2023-07-15 14:15",30.68,49.34
"1426",3340,"2023-07-15 14:25",30.52,49.57
"1427",3341,"2023-07-15 14:35",30.75,48.98
"1428",3342,"2023-07-15 14:45",30.62,48.58
"1429",3343,"2023-07-15 14:55",30.62,47.97
"1430",3344,"2023-07-15 15:05",30.82,47.54
"1431",3345,"2023-07-15 15:15",31.13,47.4
"1432",3346,"2023-07-15 15:25",31.23,47.66
"1433",3347,"2023-07-15 15:35",31.52,46.98
"1434",3348,"2023-07-15 15:45",31.55,47.52
"1435",3349,"2023-07-15 15:55",31.01,47.2
"1436",3350,"2023-07-15 16:05",30.81,50.2
"1437",3351,"2023-07-15 16:15",30.88,49.45
"1438",3352,"2023-07-15 16:25",30.68,50.42
"1439",3353,"2023-07-15 16:35",30.58,50.81
"1440",3354,"2023-07-15 16:45",30.21,51.5
"1441",3355,"2023-07-15 16:55",29.87,52.58
"1442",3356,"2023-07-15 17:05",29.47,53.19
"1443",3357,"2023-07-15 17:15",29.46,53.57
"1444",3358,"2023-07-15 17:25",29.73,53.91
"1445",3359,"2023-07-15 17:35",29.92,54.12
"1446",3360,"2023-07-15 17:45",30.3,52.91
"1447",3361,"2023-07-15 17:55",30.02,53.47
"1448",3362,"2023-07-15 18:05",29.98,53.4
"1449",3363,"2023-07-15 18:15",29.66,53.45
"1450",3364,"2023-07-15 18:25",29.44,54.1
"1451",3365,"2023-07-15 18:35",29.11,54.3
"1452",3366,"2023-07-15 18:45",28.85,55.15
"1453",3367,"2023-07-15 18:55",28.82,55.45
"1454",3368,"2023-07-15 19:05",28.71,55.59
"1455",3369,"2023-07-15 19:15",28.73,55.54
"1456",3370,"2023-07-15 19:25",28.65,55.51
"1457",3371,"2023-07-15 19:35",28.53,55.38
"1458",3372,"2023-07-15 19:45",28.39,55.27
"1459",3373,"2023-07-15 19:55",28.21,55.28
"1460",3374,"2023-07-15 20:05",28.03,55.28
"1461",3375,"2023-07-15 20:15",27.87,54.89
"1462",3376,"2023-07-15 20:25",27.68,54.48
"1463",3377,"2023-07-15 20:35",27.48,54.02
"1464",3378,"2023-07-15 20:45",27.28,53.52
"1465",3379,"2023-07-15 20:55",27.11,53.23
"1466",3380,"2023-07-15 21:05",26.94,52.91
"1467",3381,"2023-07-15 21:15",26.79,52.06
"1468",3382,"2023-07-15 21:25",26.69,50.98
"1469",3383,"2023-07-15 21:35",26.52,49.06
"1470",3384,"2023-07-15 21:45",26.35,47.36
"1471",3385,"2023-07-15 21:55",26.18,45.72
"1472",3386,"2023-07-15 22:05",25.99,44.65
"1473",3387,"2023-07-15 22:15",25.85,43.17
"1474",3388,"2023-07-15 22:25",25.71,41.51
"1475",3389,"2023-07-15 22:35",25.5,39.41
"1476",3390,"2023-07-15 22:45",25.32,37.44
"1477",3391,"2023-07-15 22:55",25.25,35.97
"1478",3392,"2023-07-15 23:05",25.23,34.76
"1479",3393,"2023-07-15 23:15",25.1,32.8
"1480",3394,"2023-07-15 23:25",24.91,31.56
"1481",3395,"2023-07-15 23:35",24.8,29.93
"1482",3396,"2023-07-15 23:45",24.73,28.5
"1483",3397,"2023-07-15 23:55",24.68,27.85
"1484",3398,"2023-07-16 0:05",24.73,27.15
"1485",3399,"2023-07-16 0:15",24.74,26.33
"1486",3400,"2023-07-16 0:25",24.74,25.76
"1487",3401,"2023-07-16 0:35",24.78,25.67
"1488",3402,"2023-07-16 0:45",24.68,24.55
"1489",3403,"2023-07-16 0:55",24.55,23.77
"1490",3404,"2023-07-16 1:05",24.42,22.91
"1491",3405,"2023-07-16 1:15",24.34,22.41
"1492",3406,"2023-07-16 1:25",24.28,22.02
"1493",3407,"2023-07-16 1:35",24.27,21.79
"1494",3408,"2023-07-16 1:45",24.18,21.69
"1495",3409,"2023-07-16 1:55",24.13,21.82
"1496",3410,"2023-07-16 2:05",24.13,22.1
"1497",3411,"2023-07-16 2:15",24.2,22.76
"1498",3412,"2023-07-16 2:25",24.34,23.28
"1499",3413,"2023-07-16 2:35",24.45,23.71
"1500",3414,"2023-07-16 2:45",24.52,24.11
"1501",3415,"2023-07-16 2:55",24.46,24.34
"1502",3416,"2023-07-16 3:05",24.42,24.74
"1503",3417,"2023-07-16 3:15",24.5,24.93
"1504",3418,"2023-07-16 3:25",24.49,25.2
"1505",3419,"2023-07-16 3:35",24.44,25.51
"1506",3420,"2023-07-16 3:45",24.4,25.59
"1507",3421,"2023-07-16 3:55",24.32,25.83
"1508",3422,"2023-07-16 4:05",24.27,26.17
"1509",3423,"2023-07-16 4:15",24.22,26.44
"1510",3424,"2023-07-16 4:25",24.11,26.53
"1511",3425,"2023-07-16 4:35",24.01,26.61
"1512",3426,"2023-07-16 4:45",23.99,26.62
"1513",3427,"2023-07-16 4:55",23.94,26.77
"1514",3428,"2023-07-16 5:05",23.93,26.7
"1515",3429,"2023-07-16 5:15",24.05,26.5
"1516",3430,"2023-07-16 5:25",24.08,26.55
"1517",3431,"2023-07-16 5:35",24.12,26.67
"1518",3432,"2023-07-16 5:45",24.17,26.61
"1519",3433,"2023-07-16 5:55",24.14,26.91
"1520",3434,"2023-07-16 6:05",24.03,27.42
"1521",3435,"2023-07-16 6:15",24,27.31
"1522",3436,"2023-07-16 6:25",23.85,27.75
"1523",3437,"2023-07-16 6:35",23.79,27.85
"1524",3438,"2023-07-16 6:45",23.81,27.83
"1525",3439,"2023-07-16 6:55",23.8,28.03
"1526",3440,"2023-07-16 7:05",23.07,31.34
"1527",3441,"2023-07-16 7:15",22.53,32.82
"1528",3442,"2023-07-16 7:25",22,34.05
"1529",3443,"2023-07-16 7:35",21.67,35.47
"1530",3444,"2023-07-16 7:45",21.46,36.87
"1531",3445,"2023-07-16 7:55",21.29,37.92
"1532",3446,"2023-07-16 8:05",21.12,37.92
"1533",3447,"2023-07-16 8:15",21.12,38.18
"1534",3448,"2023-07-16 8:25",21.2,38.35
"1535",3449,"2023-07-16 8:35",21.34,38.4
"1536",3450,"2023-07-16 8:45",21.45,38.49
"1537",3451,"2023-07-16 8:55",21.46,38.66
"1538",3452,"2023-07-16 9:05",21.6,38.86
"1539",3453,"2023-07-16 9:15",21.7,39.11
"1540",3454,"2023-07-16 9:25",21.94,39.14
"1541",3455,"2023-07-16 9:35",22.03,39.29
"1542",3456,"2023-07-16 9:45",21.96,39.17
"1543",3457,"2023-07-16 9:55",22.2,39.47
"1544",3458,"2023-07-16 10:05",22.61,39.57
"1545",3459,"2023-07-16 10:15",23.41,39.52
"1546",3460,"2023-07-16 10:25",23.79,38.77
"1547",3461,"2023-07-16 10:35",24.19,38.75
"1548",3462,"2023-07-16 10:45",24.82,38.71
"1549",3463,"2023-07-16 10:55",24.84,37.29
"1550",3464,"2023-07-16 11:05",25.39,37.26
"1551",3465,"2023-07-16 11:15",25.36,35.47
"1552",3466,"2023-07-16 11:25",25.42,34.68
"1553",3467,"2023-07-16 11:35",26.13,33.49
"1554",3468,"2023-07-16 11:45",26.21,31.56
"1555",3469,"2023-07-16 11:55",26.51,30.16
"1556",3470,"2023-07-16 12:05",26.8,28.35
"1557",3471,"2023-07-16 12:15",26.97,26.52
"1558",3472,"2023-07-16 12:25",26.82,25.7
"1559",3473,"2023-07-16 12:35",27.28,23.79
"1560",3474,"2023-07-16 12:45",27.85,21.47
"1561",3475,"2023-07-16 12:55",27.82,21.07
"1562",3476,"2023-07-16 13:05",28.49,18.54
"1563",3477,"2023-07-16 13:15",28.81,16.79
"1564",3478,"2023-07-16 13:25",28.86,14.63
"1565",3479,"2023-07-16 13:35",28.79,14.51
"1566",3480,"2023-07-16 13:45",28.76,14.31
"1567",3481,"2023-07-16 13:55",29.24,13.88
"1568",3482,"2023-07-16 14:05",29.21,13.46
"1569",3483,"2023-07-16 14:15",28.69,13.42
"1570",3484,"2023-07-16 14:25",28.27,13.66
"1571",3485,"2023-07-16 14:35",27.63,15.14
"1572",3486,"2023-07-16 14:45",27.21,15.95
"1573",3487,"2023-07-16 14:55",27.2,16.58
"1574",3488,"2023-07-16 15:05",27.47,16.49
"1575",3489,"2023-07-16 15:15",27.45,16.53
"1576",3490,"2023-07-16 15:25",27.04,17
"1577",3491,"2023-07-16 15:35",26.91,17.46
"1578",3492,"2023-07-16 15:45",26.65,18.25
"1579",3493,"2023-07-16 15:55",26.56,18.08
"1580",3494,"2023-07-16 16:05",26.91,17.63
"1581",3495,"2023-07-16 16:15",27.33,17.14
"1582",3496,"2023-07-16 16:25",27.31,17.35
"1583",3497,"2023-07-16 16:35",27.35,17.62
"1584",3498,"2023-07-16 16:45",27.73,16.92
"1585",3499,"2023-07-16 16:55",27.8,16.6
"1586",3500,"2023-07-16 17:05",28.03,15.32
"1587",3501,"2023-07-16 17:15",27.91,15.78
"1588",3502,"2023-07-16 17:25",27.99,15.15
"1589",3503,"2023-07-16 17:35",28.11,15.21
"1590",3504,"2023-07-16 17:45",28.11,15
"1591",3505,"2023-07-16 17:55",28.3,14.63
"1592",3506,"2023-07-16 18:05",28.77,12.49
"1593",3507,"2023-07-16 18:15",28.85,12.19
"1594",3508,"2023-07-16 18:25",29.13,11.36
"1595",3509,"2023-07-16 18:35",28.94,11.54
"1596",3510,"2023-07-16 18:45",28.63,10.86
"1597",3511,"2023-07-16 18:55",28.36,11.58
"1598",3512,"2023-07-16 19:05",28.12,11.92
"1599",3513,"2023-07-16 19:15",27.9,11
"1600",3514,"2023-07-16 19:25",27.77,11.23
"1601",3515,"2023-07-16 19:35",27.67,12.22
"1602",3516,"2023-07-16 19:45",27.49,12.55
"1603",3517,"2023-07-16 19:55",27.24,13.23
"1604",3518,"2023-07-16 20:05",27.12,13.86
"1605",3519,"2023-07-16 20:15",26.99,14.32
"1606",3520,"2023-07-16 20:25",26.82,14.85
"1607",3521,"2023-07-16 20:35",26.59,15.45
"1608",3522,"2023-07-16 20:45",26.48,15.83
"1609",3523,"2023-07-16 20:55",26.39,16.16
"1610",3524,"2023-07-16 21:05",26.37,16.31
"1611",3525,"2023-07-16 21:15",26.2,17.27
"1612",3526,"2023-07-16 21:25",25.98,18.38
"1613",3527,"2023-07-16 21:35",25.73,19.31
"1614",3528,"2023-07-16 21:45",25.47,19.71
"1615",3529,"2023-07-16 21:55",25.25,20.05
"1616",3530,"2023-07-16 22:05",25.03,20.56
"1617",3531,"2023-07-16 22:15",24.87,21.12
"1618",3532,"2023-07-16 22:25",24.71,21.81
"1619",3533,"2023-07-16 22:35",24.51,22.76
"1620",3534,"2023-07-16 22:45",24.41,23.56
"1621",3535,"2023-07-16 22:55",24.34,24.36
"1622",3536,"2023-07-16 23:05",24.28,24.95
"1623",3537,"2023-07-16 23:15",24.2,25.53
"1624",3538,"2023-07-16 23:25",24.12,26.02
"1625",3539,"2023-07-16 23:35",24.1,26.48
"1626",3540,"2023-07-16 23:45",24.07,26.84
"1627",3541,"2023-07-16 23:55",23.99,27.22
"1628",3542,"2023-07-17 0:05",23.91,27.55
"1629",3543,"2023-07-17 0:15",23.79,27.97
"1630",3544,"2023-07-17 0:25",23.7,28.27
"1631",3545,"2023-07-17 0:35",23.62,28.63
"1632",3546,"2023-07-17 0:45",23.61,28.98
"1633",3547,"2023-07-17 0:55",23.54,29.21
"1634",3548,"2023-07-17 1:05",23.51,29.3
"1635",3549,"2023-07-17 1:15",23.52,29.08
"1636",3550,"2023-07-17 1:25",23.57,28.81
"1637",3551,"2023-07-17 1:35",23.5,28.64
"1638",3552,"2023-07-17 1:45",23.45,28.44
"1639",3553,"2023-07-17 1:55",23.41,28.68
"1640",3554,"2023-07-17 2:05",23.31,28.94
"1641",3555,"2023-07-17 2:15",23.23,29.26
"1642",3556,"2023-07-17 2:25",23.14,29.57
"1643",3557,"2023-07-17 2:35",23.12,29.71
"1644",3558,"2023-07-17 2:45",23.09,29.72
"1645",3559,"2023-07-17 2:55",23.02,29.53
"1646",3560,"2023-07-17 3:05",23.01,29.25
"1647",3561,"2023-07-17 3:15",22.95,28.87
"1648",3562,"2023-07-17 3:25",22.87,28.48
"1649",3563,"2023-07-17 3:35",22.74,28.35
"1650",3564,"2023-07-17 3:45",22.64,28.27
"1651",3565,"2023-07-17 3:55",22.52,28.24
"1652",3566,"2023-07-17 4:05",22.37,28.38
"1653",3567,"2023-07-17 4:15",22.28,28.41
"1654",3568,"2023-07-17 4:25",22.19,28.35
"1655",3569,"2023-07-17 4:35",22.06,28.37
"1656",3570,"2023-07-17 4:45",21.97,28.47
"1657",3571,"2023-07-17 4:55",21.95,28.47
"1658",3572,"2023-07-17 5:05",21.93,28.4
"1659",3573,"2023-07-17 5:15",21.91,28.38
"1660",3574,"2023-07-17 5:25",21.77,28.53
"1661",3575,"2023-07-17 5:35",21.65,28.7
"1662",3576,"2023-07-17 5:45",21.65,28.79
"1663",3577,"2023-07-17 5:55",21.72,28.68
"1664",3578,"2023-07-17 6:05",21.8,28.3
"1665",3579,"2023-07-17 6:15",21.95,27.91
"1666",3580,"2023-07-17 6:25",22.19,27.35
"1667",3581,"2023-07-17 6:35",22.65,26.35
"1668",3582,"2023-07-17 6:45",22.78,25.93
"1669",3583,"2023-07-17 6:55",22.84,25.75
"1670",3584,"2023-07-17 7:05",22.93,25.34
"1671",3585,"2023-07-17 7:15",22.97,24.71
"1672",3586,"2023-07-17 7:25",22.95,24.53
"1673",3587,"2023-07-17 7:35",23.01,24.32
"1674",3588,"2023-07-17 7:45",23.1,23.9
"1675",3589,"2023-07-17 7:55",23.43,22.97
"1676",3590,"2023-07-17 8:05",23.82,22.01
"1677",3591,"2023-07-17 8:15",24.77,20.59
"1678",3592,"2023-07-17 8:25",25.66,18.71
"1679",3593,"2023-07-17 8:35",25.94,17.41
"1680",3594,"2023-07-17 8:45",25.92,16.02
"1681",3595,"2023-07-17 8:55",26.43,15.31
"1682",3596,"2023-07-17 9:05",26.51,14.18
"1683",3597,"2023-07-17 9:15",27.22,12.94
"1684",3598,"2023-07-17 9:25",28.16,11.91
"1685",3599,"2023-07-17 9:35",27.69,11.47
"1686",3600,"2023-07-17 9:45",26.85,12.38
"1687",3601,"2023-07-17 9:55",27.23,12.06
"1688",3602,"2023-07-17 10:05",28.14,11.28
"1689",3603,"2023-07-17 10:15",29.49,9.94
"1690",3604,"2023-07-17 10:25",29.18,10.18
"1691",3605,"2023-07-17 10:35",29.05,10.2
"1692",3606,"2023-07-17 10:45",28.35,10.68
"1693",3607,"2023-07-17 10:55",29.03,10.27
"1694",3608,"2023-07-17 11:05",29.24,9.9
"1695",3609,"2023-07-17 11:15",29.58,9.75
"1696",3610,"2023-07-17 11:25",29.95,9.36
"1697",3611,"2023-07-17 11:35",30.57,16.33
"1698",3612,"2023-07-17 11:45",30.63,17.81
"1699",3613,"2023-07-17 11:55",30.75,28.82
"1700",3614,"2023-07-17 12:05",30.82,32.89
"1701",3615,"2023-07-17 12:15",30.66,33.45
"1702",3616,"2023-07-17 12:25",30.27,53.33
"1703",3617,"2023-07-17 12:35",30.5,54.31
"1704",3618,"2023-07-17 12:45",30.38,54.54
"1705",3619,"2023-07-17 12:55",30.12,54.24
"1706",3620,"2023-07-17 13:05",30.14,54.54
"1707",3621,"2023-07-17 13:15",30.39,53.96
"1708",3622,"2023-07-17 13:25",30.5,53.82
"1709",3623,"2023-07-17 13:35",30.9,53.34
"1710",3624,"2023-07-17 13:45",31.04,52.03
"1711",3625,"2023-07-17 13:55",31.1,51.14
"1712",3626,"2023-07-17 14:05",31.06,50.63
"1713",3627,"2023-07-17 14:15",30.94,51.38
"1714",3628,"2023-07-17 14:25",30.7,51.92
"1715",3629,"2023-07-17 14:35",30.64,51.74
"1716",3630,"2023-07-17 14:45",30.6,52.32
"1717",3631,"2023-07-17 14:55",30.56,52.33
"1718",3632,"2023-07-17 15:05",30.52,52.86
"1719",3633,"2023-07-17 15:15",30.85,52.69
"1720",3634,"2023-07-17 15:25",30.96,52.7
"1721",3635,"2023-07-17 15:35",30.86,52.04
"1722",3636,"2023-07-17 15:45",30.85,51.79
"1723",3637,"2023-07-17 15:55",30.66,51.82
"1724",3638,"2023-07-17 16:05",30.46,51.77
"1725",3639,"2023-07-17 16:15",30.34,51.68
"1726",3640,"2023-07-17 16:25",30.26,51.18
"1727",3641,"2023-07-17 16:35",30.31,51.25
"1728",3642,"2023-07-17 16:45",30.32,50.96
"1729",3643,"2023-07-17 16:55",30.13,49.35
"1730",3644,"2023-07-17 17:05",30.13,49.53
"1731",3645,"2023-07-17 17:15",30.12,49.23
"1732",3646,"2023-07-17 17:25",29.91,49.61
"1733",3647,"2023-07-17 17:35",29.76,48.56
"1734",3648,"2023-07-17 17:45",29.68,48.73
"1735",3649,"2023-07-17 17:55",29.52,48.92
"1736",3650,"2023-07-17 18:05",29.49,49.02
"1737",3651,"2023-07-17 18:15",29.35,48.72
"1738",3652,"2023-07-17 18:25",29.11,48.43
"1739",3653,"2023-07-17 18:35",28.88,49.66
"1740",3654,"2023-07-17 18:45",28.73,49.64
"1741",3655,"2023-07-17 18:55",28.53,49.84
"1742",3656,"2023-07-17 19:05",28.33,49.75
"1743",3657,"2023-07-17 19:15",28.2,49.63
"1744",3658,"2023-07-17 19:25",27.96,49.69
"1745",3659,"2023-07-17 19:35",27.77,50.17
"1746",3660,"2023-07-17 19:45",27.55,50.86
"1747",3661,"2023-07-17 19:55",27.37,51.52
"1748",3662,"2023-07-17 20:05",27.14,51.72
"1749",3663,"2023-07-17 20:15",26.93,52.44
"1750",3664,"2023-07-17 20:25",26.68,53.25
"1751",3665,"2023-07-17 20:35",26.44,53.5
"1752",3666,"2023-07-17 20:45",26.24,53.25
"1753",3667,"2023-07-17 20:55",26.14,52.88
"1754",3668,"2023-07-17 21:05",25.97,52.95
"1755",3669,"2023-07-17 21:15",25.81,53.11
"1756",3670,"2023-07-17 21:25",25.66,53.23
"1757",3671,"2023-07-17 21:35",25.52,53.6
"1758",3672,"2023-07-17 21:45",25.42,53.81
"1759",3673,"2023-07-17 21:55",25.24,54.06
"1760",3674,"2023-07-17 22:05",25.04,54.56
"1761",3675,"2023-07-17 22:15",24.88,54.88
"1762",3676,"2023-07-17 22:25",24.71,55.13
"1763",3677,"2023-07-17 22:35",24.56,55.33
"1764",3678,"2023-07-17 22:45",24.51,55.35
"1765",3679,"2023-07-17 22:55",24.46,55.41
"1766",3680,"2023-07-17 23:05",24.44,55.46
"1767",3681,"2023-07-17 23:15",24.37,55.5
"1768",3682,"2023-07-17 23:25",24.3,55.49
"1769",3683,"2023-07-17 23:35",24.21,55.47
"1770",3684,"2023-07-17 23:45",24.11,55.4
"1771",3685,"2023-07-17 23:55",24.07,55.33
"1772",3686,"2023-07-18 0:05",23.97,55.15
"1773",3687,"2023-07-18 0:15",24,55.09
"1774",3688,"2023-07-18 0:25",24.05,55.14
"1775",3689,"2023-07-18 0:35",24.02,55.11
"1776",3690,"2023-07-18 0:45",23.92,55.12
"1777",3691,"2023-07-18 0:55",23.87,55.26
"1778",3692,"2023-07-18 1:05",23.85,55.38
"1779",3693,"2023-07-18 1:15",23.85,55.45
"1780",3694,"2023-07-18 1:25",23.66,54.86
"1781",3695,"2023-07-18 1:35",23.34,53.88
"1782",3696,"2023-07-18 1:45",23.05,52.92
"1783",3697,"2023-07-18 1:55",22.86,48.41
"1784",3698,"2023-07-18 2:05",22.69,44.84
"1785",3699,"2023-07-18 2:15",22.69,46.07
"1786",3700,"2023-07-18 2:25",22.76,46.25
"1787",3701,"2023-07-18 2:35",22.8,46.22
"1788",3702,"2023-07-18 2:45",22.82,44.78
"1789",3703,"2023-07-18 2:55",22.66,44.46
"1790",3704,"2023-07-18 3:05",22.82,45.64
"1791",3705,"2023-07-18 3:15",23,46.09
"1792",3706,"2023-07-18 3:25",23.1,46.39
"1793",3707,"2023-07-18 3:35",23.15,46.21
"1794",3708,"2023-07-18 3:45",23.2,45.66
"1795",3709,"2023-07-18 3:55",23.27,45.02
"1796",3710,"2023-07-18 4:05",23.41,45.1
"1797",3711,"2023-07-18 4:15",22.09,22.02
"1798",3712,"2023-07-18 4:25",20.48,26.9
"1799",3713,"2023-07-18 4:35",19.82,29.03
"1800",3714,"2023-07-18 4:45",19.66,30.51
"1801",3715,"2023-07-18 4:55",19.58,31.31
"1802",3716,"2023-07-18 5:05",19.5,31.98
"1803",3717,"2023-07-18 5:15",19.46,33.15
"1804",3718,"2023-07-18 5:25",19.41,33.52
"1805",3719,"2023-07-18 5:35",19.33,34
"1806",3720,"2023-07-18 5:45",19.25,34.35
"1807",3721,"2023-07-18 5:55",19.24,34.88
"1808",3722,"2023-07-18 6:05",19.28,35.34
"1809",3723,"2023-07-18 6:15",19.3,35.68
"1810",3724,"2023-07-18 6:25",19.38,36.2
"1811",3725,"2023-07-18 6:35",19.35,36.57
"1812",3726,"2023-07-18 6:45",19.4,36.88
"1813",3727,"2023-07-18 6:55",19.42,37.18
"1814",3728,"2023-07-18 7:05",19.53,37.51
"1815",3729,"2023-07-18 7:15",19.6,37.67
"1816",3730,"2023-07-18 7:25",19.58,37.78
"1817",3731,"2023-07-18 7:35",19.63,38.08
"1818",3732,"2023-07-18 7:45",19.9,38.39
"1819",3733,"2023-07-18 7:55",20,38.38
"1820",3734,"2023-07-18 8:05",19.86,38.29
"1821",3735,"2023-07-18 8:15",19.9,38.61
"1822",3736,"2023-07-18 8:25",19.91,38.76
"1823",3737,"2023-07-18 8:35",20.13,38.93
"1824",3738,"2023-07-18 8:45",20.42,39.1
"1825",3739,"2023-07-18 8:55",20.59,38.76
"1826",3740,"2023-07-18 9:05",20.42,38.53
"1827",3741,"2023-07-18 9:15",20.56,38.67
"1828",3742,"2023-07-18 9:25",20.77,38.34
"1829",3743,"2023-07-18 9:35",21.84,38.31
"1830",3744,"2023-07-18 9:45",22.63,37.02
"1831",3745,"2023-07-18 9:55",23.34,36.82
"1832",3746,"2023-07-18 10:05",23.41,34.81
"1833",3747,"2023-07-18 10:15",23.39,34.01
"1834",3748,"2023-07-18 10:25",23.85,33.12
"1835",3749,"2023-07-18 10:35",25.25,30.39
"1836",3750,"2023-07-18 10:45",25.98,28.39
"1837",3751,"2023-07-18 10:55",26.59,26.27
"1838",3752,"2023-07-18 11:05",26.38,24.68
"1839",3753,"2023-07-18 11:15",26.43,22.45
"1840",3754,"2023-07-18 11:25",26.71,20.66
"1841",3755,"2023-07-18 11:35",27.35,19.29
"1842",3756,"2023-07-18 11:45",27.52,18.31
"1843",3757,"2023-07-18 11:55",27,18.17
"1844",3758,"2023-07-18 12:05",27.31,17.28
"1845",3759,"2023-07-18 12:15",27.45,15.91
"1846",3760,"2023-07-18 12:25",27.63,15.34
"1847",3761,"2023-07-18 12:35",27.7,14.82
"1848",3762,"2023-07-18 12:45",27.7,14.43
"1849",3763,"2023-07-18 12:55",27.96,13.57
"1850",3764,"2023-07-18 13:05",27.8,13.56
"1851",3765,"2023-07-18 13:15",27.82,12.84
"1852",3766,"2023-07-18 13:25",27.57,12.6
"1853",3767,"2023-07-18 13:35",27.05,12.8
"1854",3768,"2023-07-18 13:45",26.82,12.9
"1855",3769,"2023-07-18 13:55",26.78,13.2
"1856",3770,"2023-07-18 14:05",26.7,13.49
"1857",3771,"2023-07-18 14:15",26.89,13.46
"1858",3772,"2023-07-18 14:25",27,13.14
"1859",3773,"2023-07-18 14:35",26.7,13.16
"1860",3774,"2023-07-18 14:45",26.68,13.16
"1861",3775,"2023-07-18 14:55",26.73,13.45
"1862",3776,"2023-07-18 15:05",26.71,13.49
"1863",3777,"2023-07-18 15:15",27.18,13.18
"1864",3778,"2023-07-18 15:25",27.73,12.11
"1865",3779,"2023-07-18 15:35",27.89,12.18
"1866",3780,"2023-07-18 15:45",28.09,11.77
"1867",3781,"2023-07-18 15:55",28.29,11.07
"1868",3782,"2023-07-18 16:05",28.65,9.68
"1869",3783,"2023-07-18 16:15",28.76,9.35
"1870",3784,"2023-07-18 16:25",29.11,8.66
"1871",3785,"2023-07-18 16:35",29.17,15.46
"1872",3786,"2023-07-18 16:45",29.06,17.54
"1873",3787,"2023-07-18 16:55",28.57,18.66
"1874",3788,"2023-07-18 17:05",28.34,19.06
"1875",3789,"2023-07-18 17:15",28.35,32.15
"1876",3790,"2023-07-18 17:25",28.42,52.38
"1877",3791,"2023-07-18 17:35",28.43,55.63
"1878",3792,"2023-07-18 17:45",28.51,54.64
"1879",3793,"2023-07-18 17:55",28.56,55.09
"1880",3794,"2023-07-18 18:05",28.39,55.29
"1881",3795,"2023-07-18 18:15",28.13,55.77
"1882",3796,"2023-07-18 18:25",27.98,55.73
"1883",3797,"2023-07-18 18:35",28.01,55.98
"1884",3798,"2023-07-18 18:45",28.03,55.6
"1885",3799,"2023-07-18 18:55",28.09,55.63
"1886",3800,"2023-07-18 19:05",27.92,55.86
"1887",3801,"2023-07-18 19:15",27.72,56.31
"1888",3802,"2023-07-18 19:25",27.45,56.65
"1889",3803,"2023-07-18 19:35",27.24,56.62
"1890",3804,"2023-07-18 19:45",27.07,56.64
"1891",3805,"2023-07-18 19:55",26.92,56.72
"1892",3806,"2023-07-18 20:05",26.73,56.74
"1893",3807,"2023-07-18 20:15",26.58,56.7
"1894",3808,"2023-07-18 20:25",26.26,56.55
"1895",3809,"2023-07-18 20:35",26.01,56.23
"1896",3810,"2023-07-18 20:45",25.85,55.08
"1897",3811,"2023-07-18 20:55",25.67,53.65
"1898",3812,"2023-07-18 21:05",25.44,49.78
"1899",3813,"2023-07-18 21:15",25.26,43.25
"1900",3814,"2023-07-18 21:25",25.11,34.77
"1901",3815,"2023-07-18 21:35",24.89,26.32
"1902",3816,"2023-07-18 21:45",24.63,22.31
"1903",3817,"2023-07-18 21:55",24.44,20.97
"1904",3818,"2023-07-18 22:05",24.23,20.69
"1905",3819,"2023-07-18 22:15",24.05,20.92
"1906",3820,"2023-07-18 22:25",23.87,21.56
"1907",3821,"2023-07-18 22:35",23.69,22.67
"1908",3822,"2023-07-18 22:45",23.68,22.4
"1909",3823,"2023-07-18 22:55",23.69,22.48
"1910",3824,"2023-07-18 23:05",23.69,22.48
"1911",3825,"2023-07-18 23:15",23.7,22.4
"1912",3826,"2023-07-18 23:25",23.67,22.44
"1913",3827,"2023-07-18 23:35",23.65,22.38
"1914",3828,"2023-07-18 23:45",23.61,22.46
"1915",3829,"2023-07-18 23:55",23.63,22.68
"1916",3830,"2023-07-19 0:05",23.74,22.72
"1917",3831,"2023-07-19 0:15",23.72,23.04
"1918",3832,"2023-07-19 0:25",23.64,23.76
