Index,Date-Time,Temperature (C)
1,2023-06-01 00:00:00,26.10891799496477
2,2023-06-01 00:15:00,25.779705293994652
3,2023-06-01 00:30:00,25.129098039629298
4,2023-06-01 00:45:00,24.59458857562919
5,2023-06-01 01:00:00,24.38266737410231
6,2023-06-01 01:15:00,24.17179598708276
7,2023-06-01 01:30:00,24.17179598708276
8,2023-06-01 01:45:00,24.066748698000993
9,2023-06-01 02:00:00,23.857420552416386
10,2023-06-01 02:15:00,23.441773112216538
11,2023-06-01 02:30:00,23.13260777284097
12,2023-06-01 02:45:00,23.13260777284097
13,2023-06-01 03:00:00,22.82558760854687
14,2023-06-01 03:15:00,22.82558760854687
15,2023-06-01 03:30:00,22.72371548014621
16,2023-06-01 03:45:00,22.318517670188953
17,2023-06-01 04:00:00,21.916899253009035
18,2023-06-01 04:15:00,21.717397455141906
19,2023-06-01 04:30:00,21.419740905481603
20,2023-06-01 04:45:00,21.222348005195215
21,2023-06-01 05:00:00,21.025775800146505
22,2023-06-01 05:15:00,20.732428495474323
23,2023-06-01 05:30:00,20.63504274602792
24,2023-06-01 05:45:00,20.537852773383634
25,2023-06-01 06:00:00,20.440857056982395
26,2023-06-01 06:15:00,20.344054088704183
27,2023-06-01 06:30:00,20.344054088704183
28,2023-06-01 06:45:00,20.63504274602792
29,2023-06-01 07:00:00,20.92779347015835
30,2023-06-01 07:15:00,21.320941064033775
31,2023-06-01 07:30:00,21.717397455141906
32,2023-06-01 07:45:00,22.217781903642674
33,2023-06-01 08:00:00,22.52066205457919
34,2023-06-01 08:15:00,23.13260777284097
35,2023-06-01 08:30:00,23.64910071050639
36,2023-06-01 08:45:00,24.066748698000993
37,2023-06-01 09:00:00,24.488495682640064
38,2023-06-01 09:15:00,25.129098039629298
39,2023-06-01 09:30:00,25.670554829916966
40,2023-06-01 09:45:00,26.219250851294362
41,2023-06-01 10:00:00,26.775493217617907
42,2023-06-01 10:15:00,27.112994726537977
43,2023-06-01 10:30:00,27.567529580401242
44,2023-06-01 10:45:00,28.027409665001073
45,2023-06-01 11:00:00,28.492822325697034
46,2023-06-01 11:15:00,29.0826675475721
47,2023-06-01 11:30:00,29.201745765223166
48,2023-06-01 11:45:00,29.802865987825953
49,2023-06-01 12:00:00,30.5372766000865
50,2023-06-01 12:15:00,30.785374286717627
51,2023-06-01 12:30:00,31.16071440689143
52,2023-06-01 12:45:00,31.66729767983253
53,2023-06-01 13:00:00,32.18113139735465
54,2023-06-01 13:15:00,32.44085418464522
55,2023-06-01 13:30:00,32.5714328304677
56,2023-06-01 13:45:00,32.9660936219754
57,2023-06-01 14:00:00,33.231685967818635
58,2023-06-01 14:15:00,33.36524235293024
